2022-05-15 00:05:708 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:298 INFO  LoginPage :59 - getting welcome text from [[ChromeDriver: chrome on WINDOWS (1a63aac8726fef132df8284adb064d3f)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 13:05:928 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:989 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (0ca24baff641d72bf4eb2a37e03b5cd5)] -> id: Email]
2022-05-15 13:05:237 INFO  LoginPage :51 - Enter emailabc123 to email field [[ChromeDriver: chrome on WINDOWS (0ca24baff641d72bf4eb2a37e03b5cd5)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:434 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (0ca24baff641d72bf4eb2a37e03b5cd5)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:122 INFO  LoginPage :63 - getting varify errormessage text from [[ChromeDriver: chrome on WINDOWS (0ca24baff641d72bf4eb2a37e03b5cd5)] -> xpath: //body/div[6]/div[3]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/form[1]/div[1]]
2022-05-15 13:05:550 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:814 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (c4e9bdb09979bf18804fbddfacdce89b)] -> id: Email]
2022-05-15 13:05:152 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (c4e9bdb09979bf18804fbddfacdce89b)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:355 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (c4e9bdb09979bf18804fbddfacdce89b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:648 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:230 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (369464e42b7a680d16f54e1595345b91)] -> id: Email]
2022-05-15 13:05:477 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (369464e42b7a680d16f54e1595345b91)] -> xpath: //input[@id='Password']]
2022-05-15 13:05:715 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (369464e42b7a680d16f54e1595345b91)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 13:05:966 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:511 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (595f77b7c2017cccf2ec9c3fa8b888cb)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 13:05:582 INFO  HomePage :117 - getting verify Register Text  from Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Register')]'
2022-05-15 13:05:280 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:421 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:459 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 13:05:293 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-15 13:05:794 INFO  HomePage :67 - Clicking on Build your own computer[[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 13:05:30 INFO  HomePage :85 - Selecting processorr from droppdown2.2 GHz Intel Pentium Dual-Core E2200 from dropdown [[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 13:05:207 INFO  HomePage :90 - Selecting RAM fromdroppdown2 GB from dropdown [[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 13:05:334 INFO  HomePage :99 - Clicking on HDD radios 400[[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 13:05:498 INFO  HomePage :109 - Clicking on newsletterbox[[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //input[@id='product_attribute_4_9']]
2022-05-15 13:05:683 INFO  HomePage :131 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 13:05:975 INFO  HomePage :135 - getting varify text product added tocart [[ChromeDriver: chrome on WINDOWS (0859a69f88d28d6e5346c5c70da53de6)] -> xpath: //p[text()='The product has been added to your ']]
2022-05-15 13:05:422 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:28 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 13:05:715 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-15 13:05:469 INFO  HomePage :67 - Clicking on Build your own computer[[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 13:05:567 INFO  HomePage :85 - Selecting processorr from droppdown2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00] from dropdown [[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 13:05:755 INFO  HomePage :90 - Selecting RAM fromdroppdown4GB [+$20.00] from dropdown [[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 13:05:887 INFO  HomePage :99 - Clicking on HDD radios 400[[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 13:05:989 INFO  HomePage :109 - Clicking on newsletterbox[[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //input[@id='product_attribute_4_9']]
2022-05-15 13:05:132 INFO  HomePage :131 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 13:05:417 INFO  HomePage :135 - getting varify text product added tocart [[ChromeDriver: chrome on WINDOWS (e5d0684263dde8c0e84bf415865fa38c)] -> xpath: //p[text()='The product has been added to your ']]
2022-05-15 13:05:762 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 13:05:341 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 13:05:994 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-15 13:05:390 INFO  HomePage :67 - Clicking on Build your own computer[[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 13:05:493 INFO  HomePage :85 - Selecting processorr from droppdown2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00] from dropdown [[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 13:05:700 INFO  HomePage :90 - Selecting RAM fromdroppdown8GB [+$60.00] from dropdown [[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 13:05:817 INFO  HomePage :99 - Clicking on HDD radios 400[[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 13:05:937 INFO  HomePage :109 - Clicking on newsletterbox[[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //input[@id='product_attribute_4_9']]
2022-05-15 13:05:55 INFO  HomePage :131 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 13:05:900 INFO  HomePage :135 - getting varify text product added tocart [[ChromeDriver: chrome on WINDOWS (49eb3afbeb725cdd7c13a2ea59ca1150)] -> xpath: //p[text()='The product has been added to your ']]
2022-05-15 14:05:857 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:719 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (f443602fd645ae36b2b9e26fb1050d3d)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 14:05:903 INFO  HomePage :117 - getting verify Register Text  from Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Register')]'
2022-05-15 14:05:896 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:477 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (13a3b47be2c49fb244630acf66920ca8)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 14:05:660 INFO  HomePage :38 - getting varify computerText [[ChromeDriver: chrome on WINDOWS (13a3b47be2c49fb244630acf66920ca8)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-15 14:05:207 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:829 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:546 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:882 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:21 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (14146cc5ae598df2a4bf66fea25b820b)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 14:05:860 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (14146cc5ae598df2a4bf66fea25b820b)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-15 14:05:954 INFO  HomePage :46 - getting verify Desktop text from [[ChromeDriver: chrome on WINDOWS (14146cc5ae598df2a4bf66fea25b820b)] -> xpath: //h1[contains(text(),'Desktops')]]
2022-05-15 14:05:721 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:488 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 14:05:379 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-15 14:05:118 INFO  HomePage :67 - Clicking on Build your own computer[[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 14:05:393 INFO  HomePage :85 - Selecting processorr from droppdown2.2 GHz Intel Pentium Dual-Core E2200 from dropdown [[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 14:05:606 INFO  HomePage :90 - Selecting RAM fromdroppdown2 GB from dropdown [[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 14:05:764 INFO  HomePage :99 - Clicking on HDD radios 400[[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 14:05:903 INFO  HomePage :109 - Clicking on newsletterbox[[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //input[@id='product_attribute_4_9']]
2022-05-15 14:05:39 INFO  HomePage :131 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 14:05:924 INFO  HomePage :135 - getting varify text product added tocart [[ChromeDriver: chrome on WINDOWS (f4284f003026c43e2bd5337407096189)] -> xpath: //p[text()='The product has been added to your ']]
2022-05-15 14:05:588 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:749 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 14:05:476 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-15 14:05:985 INFO  HomePage :67 - Clicking on Build your own computer[[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 14:05:111 INFO  HomePage :85 - Selecting processorr from droppdown2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00] from dropdown [[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 14:05:319 INFO  HomePage :90 - Selecting RAM fromdroppdown4GB [+$20.00] from dropdown [[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 14:05:499 INFO  HomePage :99 - Clicking on HDD radios 400[[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 14:05:646 INFO  HomePage :109 - Clicking on newsletterbox[[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //input[@id='product_attribute_4_9']]
2022-05-15 14:05:770 INFO  HomePage :131 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 14:05:601 INFO  HomePage :135 - getting varify text product added tocart [[ChromeDriver: chrome on WINDOWS (2023c78b3d92dcd5d180df82be658e48)] -> xpath: //p[text()='The product has been added to your ']]
2022-05-15 14:05:82 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 14:05:969 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-15 14:05:742 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-15 14:05:882 INFO  HomePage :67 - Clicking on Build your own computer[[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-15 14:05:08 INFO  HomePage :85 - Selecting processorr from droppdown2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00] from dropdown [[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 14:05:212 INFO  HomePage :90 - Selecting RAM fromdroppdown8GB [+$60.00] from dropdown [[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 14:05:332 INFO  HomePage :99 - Clicking on HDD radios 400[[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-15 14:05:452 INFO  HomePage :109 - Clicking on newsletterbox[[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //input[@id='product_attribute_4_9']]
2022-05-15 14:05:571 INFO  HomePage :131 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 14:05:413 INFO  HomePage :135 - getting varify text product added tocart [[ChromeDriver: chrome on WINDOWS (f111a0d39489038b1f1dccfb56b241f0)] -> xpath: //p[text()='The product has been added to your ']]
2022-05-15 15:05:310 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 15:05:135 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (796234a3f0b46ce4d953e64e28dbae3a)] -> id: Email]
2022-05-15 15:05:386 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (796234a3f0b46ce4d953e64e28dbae3a)] -> xpath: //input[@id='Password']]
2022-05-15 15:05:598 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (796234a3f0b46ce4d953e64e28dbae3a)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:190 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 15:05:260 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (b04b57cc73427ab4bcc497938a3f6992)] -> id: Email]
2022-05-15 15:05:462 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (b04b57cc73427ab4bcc497938a3f6992)] -> xpath: //input[@id='Password']]
2022-05-15 15:05:638 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (b04b57cc73427ab4bcc497938a3f6992)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 15:05:616 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 15:05:994 INFO  LoginPage :47 - Enter emailshruti2022@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (8d721eceac564e7994ca7d54fea6bbf2)] -> id: Email]
2022-05-15 15:05:205 INFO  LoginPage :51 - Enter emailshruti2022 to email field [[ChromeDriver: chrome on WINDOWS (8d721eceac564e7994ca7d54fea6bbf2)] -> xpath: //input[@id='Password']]
2022-05-15 15:05:369 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (8d721eceac564e7994ca7d54fea6bbf2)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 16:05:20 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 16:05:709 INFO  LoginPage :47 - Enter emailmihird@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (47212463146475340209670928598d47)] -> id: Email]
2022-05-15 16:05:49 INFO  LoginPage :51 - Enter emailabc123 to email field [[ChromeDriver: chrome on WINDOWS (47212463146475340209670928598d47)] -> xpath: //input[@id='Password']]
2022-05-15 16:05:300 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (47212463146475340209670928598d47)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 16:05:592 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 16:05:51 INFO  LoginPage :47 - Enter emailmihird@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (31dd720edc881f4ab746d89a8c464da5)] -> id: Email]
2022-05-15 16:05:272 INFO  LoginPage :51 - Enter emailabc123 to email field [[ChromeDriver: chrome on WINDOWS (31dd720edc881f4ab746d89a8c464da5)] -> xpath: //input[@id='Password']]
2022-05-15 16:05:462 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (31dd720edc881f4ab746d89a8c464da5)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 16:05:339 INFO  HomePage :117 - getting verify Register Text  from Proxy element for: DefaultElementLocator 'By.xpath: //h1[contains(text(),'Register')]'
2022-05-15 16:05:142 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 16:05:207 INFO  LoginPage :47 - Enter emailmihird@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (692f3b565e3dea40d297fc677f4f50c5)] -> id: Email]
2022-05-15 16:05:489 INFO  LoginPage :51 - Enter emailabc123 to email field [[ChromeDriver: chrome on WINDOWS (692f3b565e3dea40d297fc677f4f50c5)] -> xpath: //input[@id='Password']]
2022-05-15 16:05:743 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (692f3b565e3dea40d297fc677f4f50c5)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 16:05:76 INFO  HomePage :162 - getting logout text from Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-15 16:05:261 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 16:05:269 INFO  LoginPage :47 - Enter emailjalpanakrani@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (0455e3120e52e04c130fbe1d4cddaaa6)] -> id: Email]
2022-05-15 16:05:926 INFO  LoginPage :51 - Enter emailjalpa21 to email field [[ChromeDriver: chrome on WINDOWS (0455e3120e52e04c130fbe1d4cddaaa6)] -> xpath: //input[@id='Password']]
2022-05-15 16:05:318 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (0455e3120e52e04c130fbe1d4cddaaa6)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 16:05:897 INFO  HomePage :162 - getting logout text from [[ChromeDriver: chrome on WINDOWS (0455e3120e52e04c130fbe1d4cddaaa6)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 16:05:863 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 16:05:148 INFO  LoginPage :47 - Enter emailjalpanakrani@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (9ca3e3b38e157956da094bdaa35aedea)] -> id: Email]
2022-05-15 16:05:824 INFO  LoginPage :51 - Enter emailjalpa21 to email field [[ChromeDriver: chrome on WINDOWS (9ca3e3b38e157956da094bdaa35aedea)] -> xpath: //input[@id='Password']]
2022-05-15 16:05:43 INFO  LoginPage :55 - Clicking on login Button[[ChromeDriver: chrome on WINDOWS (9ca3e3b38e157956da094bdaa35aedea)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 16:05:583 INFO  HomePage :158 - Clicking on logout Link[[ChromeDriver: chrome on WINDOWS (9ca3e3b38e157956da094bdaa35aedea)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-15 16:05:669 INFO  LoginPage :68 - getting loginLink text from [[ChromeDriver: chrome on WINDOWS (9ca3e3b38e157956da094bdaa35aedea)] -> link text: Log in]
2022-05-16 13:05:646 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 13:05:48 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (e2acc97af2e8e11c29b248f9a211d0f5)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-16 13:05:104 INFO  HomePage :38 - getting varify computerText [[ChromeDriver: chrome on WINDOWS (e2acc97af2e8e11c29b248f9a211d0f5)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-16 13:05:38 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 13:05:933 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (2b8219959fd523473146b23b82fd39f7)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-16 13:05:545 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (2b8219959fd523473146b23b82fd39f7)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-16 13:05:569 INFO  HomePage :46 - getting verify Desktop text from [[ChromeDriver: chrome on WINDOWS (2b8219959fd523473146b23b82fd39f7)] -> xpath: //h1[contains(text(),'Desktops')]]
2022-05-16 13:05:435 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 13:05:68 INFO  HomePage :102 - Clicking on ComputersTab[[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //body/div[6]/div[2]/ul[1]/li[1]/a[1]]
2022-05-16 13:05:629 INFO  HomePage :43 - Clicking on DesktopLink[[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //img[@title='Show products in category Desktops']]
2022-05-16 13:05:760 INFO  HomePage :67 - Clicking on Build your own computer[[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/h2[1]/a[1]]
2022-05-16 13:05:871 INFO  HomePage :85 - Selecting processorr from droppdown2.2 GHz Intel Pentium Dual-Core E2200 from dropdown [[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //select[@id='product_attribute_1']]
2022-05-16 13:05:976 INFO  HomePage :90 - Selecting RAM fromdroppdown2 GB from dropdown [[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //select[@id='product_attribute_2']]
2022-05-16 13:05:44 INFO  HomePage :99 - Clicking on HDD radios 400[[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //input[@id='product_attribute_3_6']]
2022-05-16 13:05:114 INFO  HomePage :109 - Clicking on newsletterbox[[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //input[@id='product_attribute_4_9']]
2022-05-16 13:05:189 INFO  HomePage :131 - Clicking on AddToCart[[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 13:05:30 INFO  HomePage :135 - getting varify text product added tocart [[ChromeDriver: chrome on WINDOWS (b6a466a628583e4e743d89a8f932be5f)] -> xpath: //p[text()='The product has been added to your ']]
2022-05-16 13:05:839 INFO  ManageDriver :32 - Launching Chrome Browser
